original_index,review,sentiment
1766,"Terbaik, setup ini cukup membantu saya yang masih belum mau pake mic wireless karena kebutuhan saya saat ini memang masih tercover dengan boom mic",satisfied
1767,Fitur berfungsi dengan baik,satisfied
1768,Saramonic new version keren abis,satisfied
1769,mantap boss Semua fitur berfungsi baik wow diluar ekspetasi Berfungsi dengan baik,satisfied
1770,"packing aman dan rapi, barang original sesuai pesanan",satisfied
1771,Pengiriman cepat dan barang sesuai deakripsi.,satisfied
1772,Good produk!!,satisfied
1773,terimakasih. barang aesuai pesanan,satisfied
1774,Kerren puas,satisfied
1775,"berfungsi ternyata, sempat aneh kok ga bisa ada suara, ternyata salah kabel",satisfied
1776,"Barang diterima dalam kondisi tersegel.Build Quality bagus, nampak premium.Belum sempat dicoba.Semoga awet.Dapat bonus kaos saramonic😍Terimakasih seller",satisfied
1777,mantap berfungsi dengan baik,satisfied
1778,Cahkeep,neutral
1779,Chaaakeeeep,neutral
1780,Awalnya salah colok kabel pas diskusi sama adminnya langsung bisa konek,satisfied
1781,"Barang diterima dalam kondisi aman dan sentosa. Packing juga bagus. Dapat bonus kaos, sayang kaosnya kena gunting pas unboxing 🥲Pelayanan oke, seller selalu menjawab d... ",satisfied
1782,"Kabel adapter untuk iphone ini berfungsi dengan baik untuk saramonic blink me. Chat responsive, pelayanan baik, pertanyaan dijawab dengan solutif, barang dikirim dalam... ",satisfied
1783,bagus,satisfied
1784,"Bagus, belum dicoba, ukuran pas mdh mdhan awet",satisfied
1785,"Barang sampai dengn aman, tapi belum dicoba semoga bisa dan awet",satisfied
1786,"barang cocok, kirim cepat, mantap!",satisfied
1787,"produknya bagus, bekerja sesuai fungsinya. Terima kasih",satisfied
1788,wow diluar ekspetasi Berfungsi dengan baik Semua fitur berfungsi baik,satisfied
1789,Barang berfungsi dengan baik,satisfied
1790,oke mantap berfungsi dengan baik,satisfied
1791,"Kualitas bagus, sesuai harga. Ada sarung mic-nya, fasilitas dan kelengkapan oke. Pengemasan rapi, pengiriman cepat.",satisfied
1792,"Saya pesan 4 buah, yang dikirim cuma 1, padahal mau dibawah keluar Kota sama Saudara, akhirnya harus cari di Toko lain yang 3 buah, dan pastinya menambah biaya kirim lagi",dissapointed
1793,mantap,satisfied
1794,Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih,satisfied
1795,Berfungsi dengan baik dan suaranya jernih,satisfied
1796,"Makasih Gan, barang sdh sampai dan sesuai pesanan.Sdh saya coba, mantap Gan, nggak ada delay sesuai promo nya… mantap Gan…👍👍👍",satisfied
1797,"barangnya sesuai deskripsi, pengiriman cepat mantap",satisfied
1798,"Barang sesuai,,blm dicoba semoga aman terkendali...",neutral
1799,Admin Responsif Pengiriman Ga pake Ribet,satisfied
1800,"Gak ada headset langsung ke iphone. As far, bagusss",satisfied
1801,Langsung dipasang ke soundtech go2+ mantuulllsss 🌟🌟🌟🌟🌟,satisfied
1802,"Suara joss jernih,cara nyalain nya juga simple banget",satisfied
1803,Mtp myp,neutral
1804,Mantap!!!!,satisfied
1805,"Legit banget unboxing nya.. pengiriman cpt, safety dengan bubble wrap tebal, ori, ada garansi, dapat cash back pula",satisfied
1806,BagusssBeliii,satisfied
1807,"Pengiriman melebihi estimasi, seller responsif, packing rapi walaupun setelah di buka kardus ada yang penyok.",dissapointed
1808,oke,neutral
1809,Pengiriman cepatKualitas barang bagus banget!,satisfied
1810,"Pengetahuan penjual masih kurang. Alat ini tidak berfungsi di device saya, karena menimbulkan noise yang keras, saya coba koneksikan ke earphone pun tidak mengeluarkan su... ",dissapointed
1811,mantaabbb,satisfied
1812,Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih wow diluar ekspetasi,satisfied
1813,"Packing super aman walau tanpa add bubble wrap. Tapi yang disayangkan adalag respon dari toko cukup lambat dalam memproses pesanan, mungkin karena official store.",satisfied
1814,Semua fitur berfungsi baik,satisfied
1815,Mantappp barang original,satisfied
1816,barang sesuao dengan deskripsi,satisfied
1817,Barangnya oke. tapi proses pengirimannya lama,satisfied
1818,"Barang cepat sampai,kualitas terbaik..official store,garansi resmi👍👍",satisfied
1819,"kualitas rekeman suara tidak diragukan, garansi resmi dan pengiriman cepat",satisfied
1820,Produk sesuai deskripsi,satisfied
1821,sangat berkualitas,satisfied
1822,"Barang bagus dan berfungsi dengan baik, hanya saja pas sampai segel sudah terbuka",satisfied
1823,Barang nya oke. Tapi dibalik dinding sinyalnya agak kurang lancar,satisfied
1824,Waa seneng banget. Pesan jam 10 pagi jam 2.30 sore sampai rumah. Packinganya aman. Sudh di coba micnya. Jernih bukan main dan benar-benar jauh jangkauanya. Untuk yang awal...,satisfied
1825,suaranya bagus dan jernih Produk sesuai deskripsi Semua fitur berfungsi baik,satisfied
1826,"Pengiriman cepat,fast respon seller..barang originaldanharga murah",satisfied
1827,"Barang sesuai pesanan, packing rapi, official store pasti asli",satisfied
1828,Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih wow diluar ekspetasi,satisfied
1829,packingan dan pengirimannya super cepattt... mantappp..fungsinya okeee.. semoga bisa bertahan lama pemakaiannnya.,satisfied
1830,"Pelayanan baik, kualitas barang baik Terima kasih seller",satisfied
1831,"Sempat komplain tapi uda clear, fungsi normal dan oke, ketebalan kabel tipis, ujung konektor mudah panas, semoga awet",satisfied
1832,"Produk sesuai deskripsi Semua fitur berfungsi baik, cuman repotnya butuh adapter tambahan jika ingin digunakan dalam device handphone 👍",satisfied
1833,masih noise,dissapointed
1834,"Sdh tiba dengan selamat,blm dicoba,semoga bagus dan awet",neutral
1835,barang bagus,satisfied
1836,"Barang sesuai pesanan, kondisi sangat baik, packing rapih. Sangat support buat ngonten hehe",satisfied
1837,Terima kasih untuk kounikasi yang lancar. Begitu juga untuk kemasan dan pengiriman yang cepat sekali.,satisfied
1838,Mantap 👍👍,satisfied
1839,"mohon maaf 2 bulan pemakaian tidak bisa digunakan adapter ini, padahal harga 210.000,",dissapointed
1840,"Pengiriman lama, dari toko 2 hari sampe di pickup kurir, expedisi juga kaco ni tokped tidak ada yang sesuai estimasiBarang yang diterima bagus, tidak ada cacad, berfungsi... ",dissapointed
1841,cocok untuk mic bt500,satisfied
1842,sampai sekarang blm bisa dipakai donglenya. apa donglenya g kompatibel dengan device saya ya...,dissapointed
1843,"barang berfungsi dengan baik, terima kasih seller.",satisfied
1844,keren..,satisfied
1845,"Barangnya bagus, namun packingnya kurang, hanya dibalut bublewrap jd kondisi box agak rusak..saran karna ini kan lapak official harusnya lbh baik lagi packagingnya dilapi... ",satisfied
1846,Respon cepatLebih murah dr pd lapak lainnyaDapat bonusBanyak garansinya,satisfied
1847,barang yang diterima sesuai dengan yang dipesan.. terimakasih,satisfied
1848,"baru dibuka, mudah mudahan awet, barangnya aman kotak tidak penyok.",satisfied
1849,"semoga awet,tunggu konten konten nya di ig @sabtuminggu_project ya kawan2 jangan lupa follow juga hehe Produk sesuai deskripsi suaranya bagus dan jernih wow diluar ekspet... ",satisfied
1850,"pengiriman cepat, produk baru",satisfied
1851,respon cepat. pengiriman cepat. barang ori garansi resmi,satisfied
1852,"penjual amanah barang sesuai dengan pesanan, semoga saja sesuai harapan",satisfied
1853,bagus,satisfied
1854,"Sdh sampe, pengiriman cepat, agan nya cpt respon. Terima kasih 🫶🏻",satisfied
1855,sesuai deskripsi,satisfied
1856,Produk sesuai deskripsi,satisfied
1857,sesuai deskripsi. proses kemas dan kirim dan respon cukup baik. sesuai offisialnya. puas belanja di offisial .ada S O P nya,satisfied
1858,Mantap,satisfied
1859,barang sesuai pengiriman cepat,satisfied
1860,barang bagus,satisfied
1861,The seller was really good and very responsive. Helped us to understand how to charge and fix.,satisfied
1862,"komplain diresponse dengan baik walaupun ada sedikit kendala, build quality mantap, berfungsi over all good",satisfied
1863,"berfungsi dengan baik, Build quality oke",satisfied
1864,"Barang mantap, semoga battery secepatnya bisa dibeli terpisah…",satisfied
1865,Tks Gan,satisfied
1866,mantap pookokny,satisfied
1867,Sabtu saya sblm beli ud nanya bs instan ga ? Dan ready. Katanya bisa. Saya pesan jam 11 kurang pas pagi. Tapi ga di konfirmasi2. Akhirnya baru dikirim senin pagi setelah...,dissapointed
1868,Kabel berfungsi di IP XR. Seller fast respon.,satisfied
1869,Berfungsi di iphone 15 pro max secara baik. Mantab👍,satisfied
1870,Rekomended seller 😁👍,satisfied
1871,joss,satisfied
1872,lengkap dan mantap,satisfied
1873,works perfectly fine 👍 walaupun pengiriman lama banget tapi gapapa itu problem di kurirnya,satisfied
1874,Kualitas,neutral
1875,"Mantap, berfungsi dengan baik!",satisfied
1876,bagus namun suaranya sedikit beda dengan mic wireless umumnya,satisfied
1877,Baru dicoba sudah bisa konek dan dipakai cuma belum sempet denger hasil rekamannya. Build qualitynya menurutku kurang sih. Ketahanan baterai juga belum sempet uji,neutral
1878,"packing rapi dan cepat sampai, maaf baru liat ada paket nyampe padahal udah beberapa hari lalu",satisfied
1879,packing rapih dan aman meskipun pengiriman instan. kualitas suara ajib,satisfied
1880,"pesanan saya sudah sampai, berfungsi dengan normal, hasil mic sesuai harga terimakasih",satisfied
1881,Noise lebih keras,dissapointed
1882,"Alhamdulillah, sampai dlm kondisi baik, sdh dicek dan berfungsi sebagaimana mestinya. Packaging kokoh, rapi. Puas.",satisfied
1883,"Produk original, kualitas bagus, ada garansi packing rapi aman, tiba sesuai estimasi...all good",satisfied
1884,barangnya Bagus Mantappp,satisfied
1885,"packing aman, layanan cepat, produknya oke",satisfied
1886,Mantul masseee. Recomen. Kurangnya cuman kemahalan. Coba 1 juta aja.. mestii lariss nomer wahid😁,satisfied
1887,"bagus kualitas oke sudah dicoba, original ................................",satisfied
1888,"Mantap bett, Suara jernihh",satisfied
1889,Mantap mempermudah pekerjaan ngonten,satisfied
1890,Diskripsi nya bisa dipakai untuk mic condenser and dinamic. Tapi pas dicoba pakai mic condenser gak bisa. saya pakai mic AKG C5 vocal.,dissapointed
1891,cocok,satisfied
1892,"Barang udahnyampe dengan aman, kualitas oke....",satisfied
1893,"Good, cocok untuk yang selalu bekerja dengan iPhone nya",satisfied
1894,Mantap!!!,satisfied
1895,sesuai harapan.. berfungsi dengan baik semoga awet,satisfied
1896,"Barang oke, hanya 1 kabel charger gak berfungsi, harusnya sekelas official store Saramonic, QC sebelum dikirim harusnya udh beres ya",dissapointed
1897,Microphone sangat berguna untuk menjadi speaker dengan jarak jauh jika menggunakan kamera untuk rekamannya.,satisfied
1898,paket sudah diterima dengan baik dan sesuai deskripsi.. berfungsi dengan baik dan dapet bonus kaos juga.. terimakasih banyak min.. semoga awet dan bermanfaat...,satisfied
1899,"plug n play, amplifying suara lumayan significant. simple",satisfied
1900,"mantap dapat harga diskon barang bagus, sesuai deskripsi.",satisfied
1901,"katanya dapat baju,,gk ada bajunya",dissapointed
1902,Mantap,satisfied
1903,"barang berfungsi dengan baik, tapi kabelnya tipis banget takut gampang putuss, semoga aja tetep awet",satisfied
1904,Barang sudah sampai dengan aman dan sudah berfungsi dengan baik,satisfied
1905,"mantap sesuai, amanah,",satisfied
1906,Batrai katanya sampe 10 jam tapi dipakai 2-3 jam aja setelah dicas penih padahal udah abis aja,dissapointed
1907,bagus,satisfied
1908,"Kemasan rapi, produk juga bekerja dengan baik. Keseluruhan, bagus.",satisfied
1909,"Belum di Coba semoga Hasilnya Memuaskan dan Awet, Btw cara Daftarin garansinya gimana ya?",neutral
1910,"barang cepat sampai, langsung di cek dan berfungsi dengan baik, recommended seller",satisfied
1911,"mewah, berfungsi dengan baik, semoga awet dan bandel tidak cepat rusak",satisfied
1912,"keren , kualitas oke, delivery juga cepat",satisfied
1913,"Buat kualitas ga perlu di tanyakan lagi lah yak, suara bagus, jernih, bersih, compatible dengan kamera. Cocoks. 👌🏻",satisfied
1914,packing nya bagus dan aman sampai tujuan.,satisfied
1915,"Kualitas suaranya bagus dan bersih, semoga awet untuk penggunaan jangka panjang",satisfied
1916,semua oke,satisfied
1917,"Barang bagus, sesuai pesanan, pengiriman cepat dan aman",satisfied
1918,"Sesuai pesanan..kiriman kilat,recomended seller..Thanks Admin",satisfied
1919,Terimakasih..Packing 101% aman.berfungsi dengan Baik,satisfied
1920,"Buat yang perlu gigabit hub, ini bagus, speednya stabil, port nya clean.. bulid material nya pun bagus",satisfied
1921,"sandisk extreme pro, original dan tersegel, sudah langganan sih.. recomended...",satisfied
1922,"Terimakasih SellerPelayanannya Ramah Dan Barang Sudah Sampai, Mudah DiOperasikan Dan Akurasinya TinggiSemoga Bermanfaat AlatnyaJuga Succes Buat Sellernya",satisfied
1923,"HP di terimka dengan baik, paket nya aman dan rapih terimkaish sangat banyak...semoga awet hp nya",satisfied
1924,"HP di terimka dengan baik, paket nya aman dan rapih terimkaish sangat banyak...semoga awet hp nya",satisfied
1925,"Paket sudah saya terima dengan baik. sempat ada kendala pd pengiriman, namun seller gercep banget. Thanks yaa kak, kameranya bagus banget. Recommeded seller 👍👍👍👍",satisfied
1926,Fast respon.barangnya bagus belum dicoba semoga cocok,satisfied
1927,"kualitas barang sesuai harga, respon penjual bagus, pengiriman juga cepat...",satisfied
1928,"barang mantap, cuma pengiriman agak lama..",satisfied
1929,"Barangnya bagus, original logitech. Respon penjual cepat, lngsung dikirim.",satisfied
1930,Pelayanan cepatPengiriman cepatBarang juga bagus,satisfied
1931,"mantap, camera webcam di test normalmemang logitech joss",satisfied
1932,"Sesuai deskripsi, pengiriman cepat dan aman",satisfied
1933,mantap 4 jempol,satisfied
1934,barang sesuai pengiriman cpt,satisfied
1935,sesuai deskripsi.. cepat,satisfied
1936,Pengiriman cepat dan mantap,satisfied
1937,mantap performa hdd nya normal dan cepat.,satisfied
1938,tinta jelas,satisfied
1939,"barang sampai, packing baik, sesuai pesanan, harga mantap, suara sangat baik, semoga awet",satisfied
1940,"Berfungsi dengan baik, kemasab baik saat sampai",satisfied
1941,SipMantabbbbbbbbbbbbbbbbbbbbbbbbbb⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,satisfied
1942,"Produk oke, sejauh ini bekerja dengan baik sesuai klaim nya. Pelayanan penjual sangat baik. Terimakasih",satisfied
1943,"sudah sampai dan dipakai sama ibu, terima kasih",satisfied
1944,Sesuai deskrispi,satisfied
1945,Barang original dan sesuai deskripsi,satisfied
1946,"mantap, proses dan pengiriman super cepat",satisfied
1947,"barang okay, sesuai deskripsi, seller sangat responsif-recommended seller, spek oke. top",satisfied
1948,Kualitas baik,satisfied
1949,Berfungsi baik,satisfied
1950,"Tks kak, barang sdh saya terima.",satisfied
1951,jangan ragu beli ditoko ini. pas nyampai aja langsung ngakak dikayuin paket nya aman banget lah hahahhaa makasih kak.barang diterima dengan aman,satisfied
1952,"Pengiriman sat set, barang aman dan lengkap, sudah test aman berfungsi semua 👍",satisfied
1953,"respon cepat, packing rapih aman. sudah dicoba pakai streaming kajian hasilnya mantabbbb",satisfied
1954,"bagus, mending ini drpd samyang",satisfied
1955,Pelayanan ramah dan cepat. Barang dikirim dengan packaging yang bagus.,satisfied
1956,Pelayanan ramah dan cepat. Barang dikirim dengan packaging yang bagus.,satisfied
1957,"sesuai deskripsi, berfungsi baik. respon penjual cepat dan ramah",satisfied
1958,"barang sesuai, blm dipasang krn nunggu cctv datang👍😁semoga awet",satisfied
1959,sampai dengan selamat. Mudah-mudahan awet,satisfied
1960,sampai dengan selamatMudah-mudahan awett,satisfied
1961,"Packing nya aman dan rapih , best dah 👏🏻,",satisfied
1962,"packing rapi dan aman. barang sampai dalam keadaan baikbarang bagus dan cukup nyaman dipakai. tapi, kabelnya terlalu panjang",satisfied
1963,"murah, dan sesuai deskripsi",satisfied
1964,Best,satisfied
1965,Baterai cepat drop mungkin krn size baterainya kecil yaa,dissapointed
1966,Mantap,satisfied
1967,"Barang sudah diterima, berfungsi dg baik dan garansi resmi...seller ramah dan cukup responsif...",satisfied
1968,"mantap punya, packing aman kirim cepet kualitas banding harga sangat worthed.",satisfied
1969,"Barang sudah diterima dengan baik, semoga amanah dan berkah slalu.. aamiin",satisfied
1970,"packing aman, semua berfungsi dengan baik. terima kasih ya.. 👏",satisfied
1971,Seller tidak menginformasikan barang dengan detail. Setelah saya beli seller baru menginfokan Kalau harus membeli camera juga,dissapointed
1972,sesuai pesanan semoga awet,satisfied
1973,"pengiriman cepat. barang ori. tapi kalau mau checkout yang warna abu-abu aja. soalnya kalau hitam, warnanya monoton banget.",satisfied
1974,"karena ini cuma bonus beli jam tangan ya, syukuri aja yang didapet",neutral
1975,1. Awalnya pihak toko bertanya untuk ganti warna karena store di Bali katanya warna yang mau aku cari lagi kosong aku iyain2. Pesan di store denpasar dengan harapan bisa...,neutral
1976,barangnya bagus sesuai pesanan terimakasih,satisfied
1977,"oke ,lah, cuma mouse nya rada ringaan aja",satisfied
1978,Tks. buat free gift WD pouch nya,satisfied
1979,"Ini keren ada jaminan originalitasnya. Harga sesuai, pernah coba yang harganya miring kualitasnya mengecewakan, bisa dibaca di laptop, gak bisa dibaca di TV....",satisfied
1980,sesuai pesanan dan berfungsi dengan baik,satisfied
1981,mantap,satisfied
1982,pas,neutral
1983,"pengiriman kilat, sesuai ekspektasi",satisfied
1984,Barang diterima dan berfungsi dengan baik. Mantap,satisfied
1985,oke sip. barang sesuai pesanan. dan sudah pasti ori. hasil cetak bagus jelas dan tebal. lumayan dapat harga murah pas event 11.11 😂,satisfied
1986,terimakasih barang telah diterima dengan baik dan sesuai dengan pesanan,satisfied
1987,"Sesuai ekspektasi, cakep, dapet bonus sesuai. Walau strap dari nylon tapi ga bikin gatel, pilihan activity cukup lengkap dan data trackingnya ga usah diragukan lagi",satisfied
1988,"Barang mendarat dengan aman, dapet bonus tongsis jjuga, mantapp.. terima kasih gan 👍👍",satisfied
1989,"Barang sesuai/ori, bonus lengkap/sesuai, pengiriman sangat cepat/dihari yang sama telah tiba",satisfied
1990,barang berfungsi baik sesuai deskripsi. segel BNIB dan langsung dicoba transfer bisa 4 kali lipat dari pada lewat wifi,satisfied
1991,Oke,neutral
1992,Tambahan mouse logitech… merk terpercaya untuk membantu pekerjaan kantor,satisfied
1993,barang bagus n ori,satisfied
1994,"repeat order yang kesekian kali, aman sampai tujuan, barang sesuai pesanan. seller fast respon.",satisfied
1995,barang sdh diterima dengan baik. terima kasih gan.,satisfied
1996,responya cepet bnget,satisfied
1997,"packingnya mantap, bonusnya keren semoga awet",satisfied
1998,"Pelayanan baik, respon cepat, dan penjual ramha",satisfied
1999,"Pelayanan memuaskan, pengiriman cepat dan aman (bublewarp tebal), kondisi barang segeL",satisfied
2000,"barang original, sudah dikasih batere, mantap memuaskan. pengiriman cepat banget, seller sangat membantu",satisfied
2001,"packing aman, respon cepat, recommended seller",satisfied
2002,"packing aman, respon cepat, recommended seller",satisfied
2003,"kemasan good, pengiriman cepat. barang original. recomend seller",satisfied
2004,"Suka banget, sesuai ekspektasi. Gak bulky dan sleek cocok untuk perempuan. Akhirnya convert dari 🍎 ke Garmin dan gak nyesel 😊",satisfied
2005,"dipake dulu berapa hari baru kasih Bintang 😂 Serius deh buat kalian jangan pernah beli mic murah,mending beli yang 2jt an keatas worth it,peredamnya work banget,baguss..... ",satisfied
2006,"Thank you for your service. Fast, clean dan as order. Hope this little stuff good dan works!… 👍🏽😍",satisfied
2007,Barang Rsmi OriginalGaransi resmi denkaFast responPengiriman cepatTOP,satisfied
2008,"barang bagus semoga awet, proses penjual cepat",satisfied
2009,real kapasitas 256.tidak pernah kecewa belanja disini👍,satisfied
2010,"Packagingnya mantap banget, walau cuman kabel tapi pkai kardus dan bubble wrap, charger kualitasnya baguss tebal dan sesuai klaim",satisfied
2011,"Mantap banget sesuai iklan, fast respond. Keren banget gasssss",satisfied
2012,no word2 👍,satisfied
2013,"pengiriman cepat, barang sesuai deskripsi, mantappp sukses selalu",satisfied
2014,"barang sudah diterima dengan baikkondisi packing bagus, kualitas produk baik",satisfied
2015,"pengiriman cepat, barang sesuai deskripsi, mantappp sukses selalu",satisfied
2016,"pengiriman cepat, barang sesuai deskripsi, mantappp sukses selalu",satisfied
2017,"seller ramah pelayanan oke, pengiriman juga cepat dan aman. barang sampai sesuai dengan pesanan. semoga awet ni hp",satisfied
2018,mntapp,satisfied
2019,Syukurlah pin charger nya cocok di Headset open ear saya. Respon Seller baik. Pokoknya puas deh.  Terima kasih banyak yaaa..,satisfied
2020,kwalitasnya,neutral
2021,"Pengiriman aman, buble wrap, handphone unboxing bagus.",satisfied
2022,mantap,satisfied
2023,sudah di terima tetapi belum di test...semoga aman,neutral
2024,"mantap, senyap",satisfied
2025,baru beli sebulan tapi setelah itu ga bisa ngecharge lagi; padahal produk merk ini biasanya lumayan bagus,dissapointed
2026,Produk sesuai dengan deskripsi ditoped. ... Keamanan paket oke banget. ... Pengiriman aman dan sampai dengan cepat. Fast response. Recommended seller.,satisfied
2027,oke !,satisfied
2028,pas semoga awet,satisfied
2029,mantap lah pokoknya,satisfied
2030,Udah datang dan siap digunakan.. logitech emang oye,satisfied
2031,"Admin responsif, packing aman, pengiriman tepat waktu",satisfied
2032,barang diterima dengan baik. packinganya mantul barang ori,satisfied
2033,barang original,satisfied
2034,sudah ditest dengan banyak software semua membuktikan kapasitas asli.,satisfied
2035,mantap nih. Cepet banget proses nya... Rekomend banget pokoknya,satisfied
2036,nicee,satisfied
2037,"Pembelian yang kesekian kali karena suka banget, barangnya bagus, original , pengiriman cepat, terimakasih banyak seller",satisfied
2038,"Pembelian yang kesekian kali karena suka banget, barangnya bagus, original , pengiriman cepat, terimakasih banyak seller",satisfied
2039,"Kirain dapat tas juga, tapi pas dicek dapetnya tumbler. Gak apa2 barangnya tetep bagus",neutral
2040,mantap mantap mantap mantap mantap mantap mantap mantap mantap mantap,satisfied
2041,mantap mantap mantap mantap mantap mantap mantap mantap mantap mantap,satisfied
2042,tas keren buat olga.. mantap poll pokoknya.. Terima kasih,satisfied
2043,bonusnya keren.. happy ja pokok nya.. Terima kasih,satisfied
2044,barang bagus.. harga bersaing.. walaupun pengiriman agak lama dan Ada sedikit drama.. overall happy..,satisfied
2045,oke mantep,satisfied
2046,"bagus cuma stick tongsis nya kureng, susah untuk dipanjang atau dipendekkan kl terlalu kenceng penguncian susah banget dibukaaa mending beli yang mahal sekalian biar satset",dissapointed
2047,Sesuai deskripsi.,satisfied
2048,"barang sesuao, kualitas oke, tokonya Amanah..recomended lah..",satisfied
2049,"Good condition arrived safely, just the courier asking extra money since they only get paid less compared to the delivery distance, but at the end they just deliver it wi... ",satisfied
2050,"mantap, produk ori.semoga awet",satisfied
2051,mantap sesuai,satisfied
2052,"Produk sesuai, stiker distri resmi ada (original). Beli gosend instant karena keperluan mendadak, admin responsif dan <50 menit sudah dikirimkan dan sampai ditempat tu... ",satisfied
2053,"cepat, barang orikendala seri 13 agak panas ya, tapi gpp lah masih worth it",satisfied
2054,Tumblernya oke mantap cocok buat aktifitas lainnya…,satisfied
2055,Barang masih segel dan sangat sangat baru banget. Packing juga rapih dan amana banget serta garansi TAM 2thn.,satisfied
2056,barang bagus.. packing rapih banget.. pengiriman cepat.. bonus berlimpah,satisfied
2057,"barangnya bagus original, garansi resmiseller nya ramah dan amanah",satisfied
2058,penipu. hati2 tidak unlock,dissapointed
2059,"produk diterima dengan baik, packing juga aman.. produk berfungsi dengan baik cocok buat pantau-pantau.. semoga awet.. terima kasih banyak gan..",satisfied
2060,"produk diterima dengan baik, packing juga aman.. produk berfungsi dengan baik cocok buat cctv kamar.. semoga awet.. terima kasih banyak gan..",satisfied
2061,Reccomended seller,satisfied
2062,Bagus. Mouse tipe basic.,satisfied
2063,responsif dan sesuai deskripsi,satisfied
2064,desainya bagus,satisfied
2065,"dipake charge poco f4, gak sampe 30 menit, mati sendiri🤣, wajarlah, murmer, tapi ada loh qualcomm yang murmer aman, JETE, no go🤣",dissapointed
2066,mantul kualitas barang bagus,satisfied
2067,mantap,satisfied
2068,Mantap,satisfied
2069,Bagus pouch nya walaupun free.,satisfied
2070,"Kecil ringkes, bisa dibawa ke mana2, tinggal colok aja, semoga awet terima kasih",satisfied
2071,terima kasih barang original mantap semoga awet dipakaiterima kasih banyak bonus nya,satisfied
2072,Barang Bagus original... gampang pemasangan nya... Thanks You,satisfied
2073,pengiriman cepat dan kondisi barang oke banget,satisfied
2074,"packingnya aman banget, suara dan kualitas sudah jaminan utk merk logitech",satisfied
2075,sudah diterima dan dicoba mantap...,satisfied
2076,"barang bagus, setelah di cek mantap bisa untuk Mac juga. register warranty di website WDnya juga bisa. pengiriman ngebuuut banget dan super aman krn bubble wrap super tebal",satisfied
2077,oke aman semua,satisfied
2078,Barang bagus sesuai,satisfied
2079,pesanan cepat banget sampainya...mantabs reseller,satisfied
2080,Good seller,satisfied
2081,"barang sesuai, pengiriman cepat, jos",satisfied
2082,"Bonus beli hp di Doran Gadget, mantap fast respon, pengiriman cepat, barang baru original masih di segel…",satisfied
2083,"Barang masih segel, original, penjual fast respon, pengiriman cepat utk jabodetabek, banyak bonusnya…mantapp lah pokoknya…",satisfied
2084,good original,satisfied
2085,"Berfungsi dengan baik, barang oke, seller recomended",satisfied
2086,"Berfungsi dengan baik, barang oke, seller recomended",satisfied
2087,"Berfungsi dengan baik, barang oke, seller recomended",satisfied
2088,"Berfungsi dengan baik, barang oke, seller recomended",satisfied
2089,"pesanan diterima dengan kondisi baik. pembayaran lancar, mudah dan cepat. sukses untuk penjual. Terimakasih.",satisfied
2090,bisa backup botol kerja .semoga awet,satisfied
2091,good...semoga barang awet,satisfied
2092,bonusan lumayan...bisa dipakai kemana mana,satisfied
2093,"terima kasih seller, barang sudah diterima, cepat, kualitas bagus",satisfied
2094,pengiriman cepat puas fast respon sukses selalu dikasih bonus kaos haturnuhun,satisfied
2095,"Barang sesuai, pengiriman cepat",satisfied
2096,"produk original, mantap",satisfied
2097,"Terimakasih paket sudah diterima, sesuai dengan deskripsi, berfungsi baik, mudah mudahan awet, mantuul ....... !",satisfied
2098,"Terimakasih paket sudah diterima, sesuai dengan deskripsi, mantuul ....... !",satisfied
2099,"Gile, packing nya aman bett..barang ori 👍🏼",satisfied
2100,"Sudah sering order disini , harga murah , pengiriman cepat, kemasan oke, tidak pernah mengecewakan. Puas.. makanya jadi toko langganan , terimakasih banyak seller",satisfied
2101,"Sangat memuaskan. Thanks a lot, seller.",satisfied
2102,"Mantap..barang ori, sesuai deskripsi, seller fast response, cepat sampai...recommended seller",satisfied
2103,"sesuai deskripsi, barang Ori.. respon seller mantaapp",satisfied
2104,"sebelumnya pakai mouse yang seri tipe sama dengan ini, alhamdulillah awet sampai 7 tahun, kemarin rusaknya juga karena ga sengaja jatuh dan kebanting kuat. Kualitas mouse... ",neutral
2105,respon penjual cepat dan solutif. barang datang tepat waktu,satisfied
2106,barang ori,satisfied
2107,"sellernya ramah, respon, proses dan pengirimannya cepat, barang sesuai deskripsi, pokonya good bwt toko ini 👍🏻",satisfied
2108,oke lah bagus dan ngak mengecewakan lah mantep,satisfied
2109,"Produk berfungsi dengan baik, kualitasnya bagus dengan bahan yang tebal. seller ramah dan yang paling utama itu packingnya super safety, ini pelayanan yang luar biasa. terimaka... ",satisfied
2110,"Produk berfungsi dengan baik, untuk kualitas tidak perlu di ragukan lagi untuk Logitech. seller ramah dan yang paling utama itu packingnya super safety, ini pelayanan yang lu... ",satisfied
2111,"Produk berfungsi dengan baik, yang pasti ini produk all in one. seller ramah dan yang paling utama itu packingnya super safety, ini pelayanan yang luar biasa. terimakasih banya... ",satisfied
2112,"Botolnya dikasih 2! Barang original, packing aman, pengiriman cepat!",satisfied
2113,"Barang original, packing aman, pengiriman cepat!",satisfied
2114,"Barang original, packing aman, pengiriman cepat!",satisfied
